year,measure,Achara,Boonsri,Busarakhan,Chai,Decha,Kannika,Kohsoom,Sakda,Somchair,Tansanee
1998,Sodium,0,13209.52381,24866.66667,19422.22222,0,20120.55556,41800,17845,53900,0
1999,Sodium,0,13606.45161,51191.66667,17939.44444,0,21817.22222,40775,20807.56757,45383.33333,0
2000,Sodium,0,15340,44141.66667,19311.11111,0,22955.55556,35791.66667,22108.33333,42500,0
2001,Sodium,0,15542.30769,44259,18343.33333,0,19863.33333,36816.36364,22510.60606,45449,0
2002,Sodium,0,14533.33333,30000,0,0,0,40742.85714,0,0,0
2003,Sodium,0,15153.33333,0,0,0,0,32708.33333,0,0,0
2004,Sodium,0,14415.38462,0,0,0,0,33325,0,0,0
2005,Sodium,0,16500,0,0,0,25755.00017,35608.3335,73900.00167,0,0
2006,Sodium,0,15057.14286,0,0,0,0,27481.81818,0,0,0
2007,Sodium,0,18461.53846,52314.28571,18606.89655,0,19955.55556,25291.66667,20470.83333,61657.14286,0
2008,Sodium,0,18590.79365,24766.66667,43918.33333,0,20666.66667,24872.72727,20811.11111,32600,0
2009,Sodium,7575,16781.81818,34372.72727,21686.11111,35810,22492.36842,26633.33333,25169.23077,38733.33333,0
2010,Sodium,0,17442.10526,24550,19733.33333,0,19177.77778,24775,18955.55556,39050,0
2011,Sodium,0,15758,25925,22676,0,16000,29483.33333,15820,24925,0
2012,Sodium,0,20434.78261,24033.33333,17961.11111,0,19309.52381,27172.72727,17733.33333,23437.5,0
2013,Sodium,0,22166.66667,32660,18680.95238,0,18753.33333,29458.33333,19057.14286,26680,0
2014,Sodium,12783.33333,17711.53846,21560,17671.42857,42202.22222,18272.22222,28883.33333,28888.88889,22540,233280
2015,Sodium,10300,18875,21250,0,55313.375,17566.66667,26458.33333,17561.90476,29900,0
2016,Sodium,8016.666667,16529.41176,0,0,43600,21333.33333,23516.66667,17566.66667,0,0
1998,Sulfides,0,0,0,0,0,0,0,0,0,0
1999,Sulfides,0,0,0,0,0,0,0,0,0,0
2000,Sulfides,0,0,0,0,0,0,0,0,0,0
2001,Sulfides,0,0,0,0,0,0,0,0,0,0
2002,Sulfides,0,0,0,0,0,0,0,0,0,0
2003,Sulfides,0,0,0,0,0,0,0,0,0,0
2004,Sulfides,0,0,0,0,0,0,0,0,0,0
2005,Sulfides,0,0,0,0,0,0,0,0,0,0
2006,Sulfides,0,0,0,0,0,0,0,0,0,0
2007,Sulfides,0,0,0,0,0,0,0,0,0,0
2008,Sulfides,0,100,100,100,0,100,100,100,100,0
2009,Sulfides,0,0,24.55555556,19.19444444,0,15.34285714,0,16.90909091,26.1,0
2010,Sulfides,0,0,0,0,0,0,0,0,0,0
2011,Sulfides,0,0,0,0,0,0,0,0,0,0
2012,Sulfides,0,0,21,16.66666667,0,17.66666667,0,16.11111111,23,0
2013,Sulfides,0,0,0,0,0,0,0,0,0,0
2014,Sulfides,0,0,0,0,0,0,0,0,0,0
2015,Sulfides,0,0,0,0,0,0,0,0,0,0
2016,Sulfides,0,0,0,0,0,0,0,0,0,0
1998,Sulphates,0,42333.33333,108833.3333,52967.77778,0,41418.88889,65833.33333,43743.33333,99866.66667,0
1999,Sulphates,0,41129.03226,121403.3333,43122.5,0,51955.55556,69158.33333,52037.83784,71480.83333,0
2000,Sulphates,0,42134.28571,122575,45458.33333,0,51705.55556,88941.66667,54838.88889,78275,0
2001,Sulphates,0,46420,122040,50006.66667,0,49020,97136.36364,51162.72727,73394,0
2002,Sulphates,0,38298.4127,102800,35994.64286,0,35126.38889,108909.0909,35675.67568,52018.18182,0
2003,Sulphates,0,34418,102112.5,28076.66667,0,29269.44444,109758.3333,27733.33333,52358.33333,0
2004,Sulphates,0,30864.19355,91163.63636,25375.83333,0,27220,107700,26737,35990,0
2005,Sulphates,0,31374.30563,85966.66722,27899.99997,0,31699.99978,113258.334,37324.6667,59288.88878,0
2006,Sulphates,0,35570.28571,56696.66667,30157.77778,0,32184.44444,105545.4545,27748.33333,49915,0
2007,Sulphates,0,43299.23077,69403.33333,30515.60976,0,32594.72222,103191.6667,34482.77778,63947.5,0
2008,Sulphates,0,44308.25397,47570.90909,28429.09091,0,33532.42424,76490.90909,33436.94444,59968.18182,0
2009,Sulphates,22700,45094.36364,42193.33333,26664.11765,36266.66667,27850.78947,57691.66667,27970,42600,133400
2010,Sulphates,0,37214.0625,47275,28304.44444,44865,29252.77778,52841.66667,28850,48058.33333,0
2011,Sulphates,0,39210.90909,48540,31383.33333,58666.66667,35650,60037.5,29294.44444,53186.66667,0
2012,Sulphates,0,41282.33333,94005,25600,49663.58333,29450,50023.63636,28839.33333,36820,0
2013,Sulphates,0,40080,74826.25,30816.66667,50909,32972.85714,51090,35186.66667,53201.25,101361.3333
2014,Sulphates,32550,32369.33333,93415,31663.33333,44900,33604.16667,61304.08333,33647.33333,75953.33333,101890.7273
2015,Sulphates,27850,33085.53125,76006.66667,31540.55556,49600,31429.16667,53052.83333,30031.66667,83295,100466.5
2016,Sulphates,17583.33333,31808.82353,106802,36555,35262.5,30171.38889,45215.41667,37941.33333,66122,104890.5
1998,Tetrachloromethane,0,0,0,0,0,0,0,0,0,0
1999,Tetrachloromethane,0,0,0,0,0,0,0,0,0,0
2000,Tetrachloromethane,0,0,0,0,0,0,0,0,0,0
2001,Tetrachloromethane,0,0,0,0,0,0,0,0,0,0
2002,Tetrachloromethane,0,0,0,0,0,0,0,0,0,0
2003,Tetrachloromethane,0,0,0,0,0,0,0,0,0,0
2004,Tetrachloromethane,0,0,0,0,0,0,0,0,0,0
2005,Tetrachloromethane,0,0,0,0,0,0,0,0,0,0
2006,Tetrachloromethane,0,0,0,0,0,0,0,0,0,0
2007,Tetrachloromethane,0,0,0,0,0,0,0,0,0,0
2008,Tetrachloromethane,0,0.25,0.25,0.25,0,0.25,0.25,0.25,0.25,0
2009,Tetrachloromethane,0,0.456142857,0.25,0.279740741,0,0.25,0.295454545,0.25,0.25,0
2010,Tetrachloromethane,0,0.025107143,0.025,0.025,0,0.025,0.025,0.025,0.025,0
2011,Tetrachloromethane,0,0,0,0,0,0,0,0,0,0
2012,Tetrachloromethane,0,0,0,0,0,0,0,0,0,0
2013,Tetrachloromethane,0,0,0,0,0,0,0,0,0,0
2014,Tetrachloromethane,0,0,0,0,0,0,0,0,0,0
2015,Tetrachloromethane,0,0,0,0,0,0,0,0,0,0
2016,Tetrachloromethane,0,0,0,0,0,0,0,0,0,0
1998,Total coliforms,0,384.7619048,196.6666667,74.31111111,0,29.14722222,0,158.3333333,71.66666667,0
1999,Total coliforms,0,1174.9375,1960.666667,4672.653846,0,1540.214286,13198,2035.115,4903.75,0
2000,Total coliforms,0,3274.0625,4846.363636,21254.84848,0,2143.333333,7574.545455,1397.212121,86880,0
2001,Total coliforms,0,1456.789474,1251.25,3839.166667,0,1680,5609.090909,1609.655172,2090,0
2002,Total coliforms,0,1555.444444,10,606.6666667,0,80,8247.5,240,40,0
2003,Total coliforms,0,31379.09091,4184,62471.25,0,8708,196816,4855.333333,42900,0
2004,Total coliforms,0,7603.928571,1300,5604.666667,0,65,13353.33333,553.3333333,0,0
2005,Total coliforms,0,1816.486275,6050,29963.33333,0,5064.833333,11768.18182,7000.833333,8245,0
2006,Total coliforms,0,458.6545455,0,0,0,0,22480,0,0,0
2007,Total coliforms,0,4132.12766,8139.090909,3815.068966,0,1762.606061,16000,2377.424242,8472.545455,0
2008,Total coliforms,0,4496.5625,62745.45455,26568.66667,0,5608.969697,12041.45455,11213.77778,74640,0
2009,Total coliforms,5478333.333,5858.333333,77382.04167,25351.05556,886066.6667,1688.421053,1081272.727,1988.205128,160753.75,0
2010,Total coliforms,0,6128.125,0,0,0,2470,1653990.909,223.3333333,0,0
2011,Total coliforms,0,8032.258065,0,0,94054.16667,0,736000,0,0,0
2012,Total coliforms,0,7089.375,0,5483.333333,0,0,458575,0,0,0
2013,Total coliforms,0,6927.472222,0,0,0,0,562555.5556,0,0,0
2014,Total coliforms,0,0,0,0,0,0,0,0,0,0
2015,Total coliforms,0,0,0,0,0,0,0,0,0,0
2016,Total coliforms,0,0,0,0,0,0,0,0,0,0
1998,Total dissolved phosphorus,0,0,0,0,0,0,0,0,0,0
1999,Total dissolved phosphorus,0,0,0,0,0,0,0,0,0,0
2000,Total dissolved phosphorus,0,0,0,0,0,0,0,0,0,0
2001,Total dissolved phosphorus,0,0,0,0,0,0,0,0,0,0
2002,Total dissolved phosphorus,0,0,0,0,0,0,0,0,0,0
2003,Total dissolved phosphorus,0,0,0,0,0,0,0,0,0,0
2004,Total dissolved phosphorus,0,0,0,0,0,0,0,0,0,0
2005,Total dissolved phosphorus,0,0,0,0,0,0,0,0,0,0
2006,Total dissolved phosphorus,0,0,0,0,0,0,0,0,0,0
2007,Total dissolved phosphorus,0,0,0,0,0,0,0,0,0,0
2008,Total dissolved phosphorus,0,0,0,0,0,0,0,0,0,0
2009,Total dissolved phosphorus,0,0,0,0,0,0,0,0,0,0
2010,Total dissolved phosphorus,0,0,0,0,0,0,0,0,0,0
2011,Total dissolved phosphorus,0,0,0,0,0,0,0,0,0,0
2012,Total dissolved phosphorus,0,0,0,0,0,0,0,0,0,0
2013,Total dissolved phosphorus,0,0,0,0,0,0,0,0,0,0
2014,Total dissolved phosphorus,0,0,0,0,0,0,0,0,0,0
2015,Total dissolved phosphorus,0,67.63934426,56.07692308,50.80769231,0,62.80555556,264.0833333,66.66666667,51.96153846,0
2016,Total dissolved phosphorus,0,46.3,80.25,65.83333333,0,82.25,215.8833333,79.61111111,63.04166667,0
1998,Total dissolved salts,0,0,0,0,0,0,0,0,0,0
1999,Total dissolved salts,0,0,0,0,0,0,0,0,0,0
2000,Total dissolved salts,0,0,0,0,0,0,0,0,0,0
2001,Total dissolved salts,0,0,0,0,0,0,0,0,0,0
2002,Total dissolved salts,0,0,0,0,0,0,0,0,0,0
2003,Total dissolved salts,0,0,0,0,0,0,0,0,0,0
2004,Total dissolved salts,0,0,0,0,0,0,0,0,0,0
2005,Total dissolved salts,0,229194.4444,476583.3333,273888.8889,0,301805.5556,388833.3333,408361.1111,475250,0
2006,Total dissolved salts,0,258257.1429,447333.3333,285916.6667,0,287111.1111,372363.6364,283611.1111,433750,0
2007,Total dissolved salts,0,250846.1538,409833.3333,263818.1818,0,280611.1111,376916.6667,276305.5556,421583.3333,0
2008,Total dissolved salts,0,256238.0952,363833.3333,278727.2727,0,290666.6667,368272.7273,286694.4444,389666.6667,0
2009,Total dissolved salts,184166.6667,239527.2727,356583.3333,252833.3333,358800,254578.9474,349250,296307.6923,351166.6667,807641.6667
2010,Total dissolved salts,0,235593.75,373166.6667,264717.9487,451500,265194.4444,310166.6667,265111.1111,370583.3333,724233.3333
2011,Total dissolved salts,0,238200,457500,260064.1026,409750,264023.8095,322500,277358.9744,400250,597500
2012,Total dissolved salts,0,258090.9091,447250,277562.5,370000,295527.7778,310818.1818,296305.5556,455750,658708.3333
2013,Total dissolved salts,0,284250,484357.1429,307177.7778,496857.1429,312083.3333,316916.6667,409500,433142.8571,787500
2014,Total dissolved salts,201000,230333.3333,442071.4286,273153.8462,431000,257244.4444,374333.3333,332347.2222,519142.8571,884363.6364
2015,Total dissolved salts,0,242156.25,511615.3846,282179.4872,399166.6667,233602.7778,340000,249711.1111,540038.4615,741916.6667
2016,Total dissolved salts,151300,245088.2353,549285.7143,273138.8889,335250,248416.6667,291500,245511.1111,540285.7143,706347.5
1998,Total extractable matter,0,0,0,0,0,0,0,0,0,0
1999,Total extractable matter,0,0,5800,6683.333333,0,0,100,0,6000,0
2000,Total extractable matter,0,80,127.5,97.5,0,92.5,195,90,140,0
2001,Total extractable matter,0,124.4444444,130,124.4444444,0,116.6666667,206.6666667,128.8888889,183.3333333,0
2002,Total extractable matter,0,0,0,0,0,0,0,0,0,0
2003,Total extractable matter,0,0,617,664,0,3614.5,0,58,880,0
2004,Total extractable matter,0,0,0,0,0,0,0,0,0,0
2005,Total extractable matter,0,0,0,0,0,0,0,0,0,0
2006,Total extractable matter,0,0,0,0,0,0,0,0,0,0
2007,Total extractable matter,0,0,0,0,0,0,0,0,0,0
2008,Total extractable matter,0,0,2800,2600,0,0,0,1333.333333,3200,0
2009,Total extractable matter,0,0,0,0,0,0,0,0,0,0
2010,Total extractable matter,0,0,1600,1266.666667,0,1266.666667,0,1400,1800,0
2011,Total extractable matter,0,0,0,0,0,0,0,0,0,0
2012,Total extractable matter,0,0,0,0,0,0,0,0,0,0
2013,Total extractable matter,0,0,0,0,0,0,0,0,0,0
2014,Total extractable matter,0,0,0,0,0,25000,0,25000,0,0
2015,Total extractable matter,0,0,0,0,0,0,0,0,0,0
2016,Total extractable matter,0,0,0,0,0,0,0,0,0,0
1998,Total hardness,0,0,0,0,0,0,0,0,0,0
1999,Total hardness,0,0,0,0,0,0,0,0,0,0
2000,Total hardness,0,0,0,0,0,0,0,0,0,0
2001,Total hardness,0,0,0,0,0,0,0,0,0,0
2002,Total hardness,0,0,0,0,0,0,0,0,0,0
2003,Total hardness,0,0,0,0,0,0,0,0,0,0
2004,Total hardness,0,0,0,0,0,0,0,0,0,0
2005,Total hardness,0,99681.73891,136509.0911,105853.61,0,116038.8891,409920.005,119758.3337,130854.5447,0
2006,Total hardness,0,94791.47541,153441.6667,131619.4444,0,138557.5758,149427.5,132012.1212,142816.6667,0
2007,Total hardness,0,111716.9231,145541.6667,130100,0,129419.4444,129300,126181.8182,140691.6667,0
2008,Total hardness,0,111342.2222,130375,118191.6667,0,118451.5152,141132.7273,119911.1111,139966.6667,0
2009,Total hardness,0,104044.3636,130185.7143,121300,0,117621.7391,130225.4545,118383.3333,125957.1429,0
2010,Total hardness,0,102637.5,0,0,0,0,113960,0,0,0
2011,Total hardness,0,3795.333333,0,0,0,0,4151.666667,0,0,0
2012,Total hardness,0,4167.575758,0,0,0,11423.33333,4112.727273,11426.66667,0,0
2013,Total hardness,0,0,0,0,0,0,0,0,0,0
2014,Total hardness,132983.3333,167555,216583.3333,189703,229016,175818.0556,272108.8333,193447.7778,0,223854.6364
2015,Total hardness,118316.6667,159651.5625,240416.6667,170909.6667,201696.25,187888.7778,257099,193773.0556,202934.5714,284597.8333
2016,Total hardness,103008.3333,161266.7647,259384.7692,181105.1111,162080,195448.8889,226478.5833,195720.7222,227980,288176.3333
1998,Total nitrogen,0,0,0,0,0,0,0,0,0,0
1999,Total nitrogen,0,0,0,0,0,0,0,0,0,0
2000,Total nitrogen,0,0,0,0,0,0,0,0,0,0
2001,Total nitrogen,0,0,0,0,0,0,0,0,0,0
2002,Total nitrogen,0,0,0,0,0,0,0,0,0,0
2003,Total nitrogen,0,0,0,0,0,0,0,0,0,0
2004,Total nitrogen,0,0,0,0,0,0,0,0,0,0
2005,Total nitrogen,0,0,2608,2098.5,0,1997.222222,0,2066.833333,2067.666667,0
2006,Total nitrogen,0,0,2862,2392.254902,0,2630.555556,9640,2367.222222,3208,0
2007,Total nitrogen,0,0,2922.5,2858.636364,0,2250.972222,0,2161.611111,3317.5,0
2008,Total nitrogen,0,0,1993.333333,2036.041935,0,1891.212121,0,1854.444444,2271.666667,0
2009,Total nitrogen,1835,1305.9375,2285,2098.426667,2791.875,2035.026316,0,1997.179487,2560.833333,0
2010,Total nitrogen,2276,0,2105,2139.74359,4181.75,2154.444444,0,2240.277778,2310.833333,0
2011,Total nitrogen,1502.5,0,2298.333333,2469.52381,0,2057.333333,0,1977.407407,2413.636364,0
2012,Total nitrogen,1350.75,0,2054.166667,2444.871795,2940.6,2202.5,4323.333333,1927.777778,2415.217391,0
2013,Total nitrogen,1448.333333,1457.777778,1901.884615,2107.197368,2665.590909,1985.25,4118,2008.638889,2255.538462,5412.846154
2014,Total nitrogen,1800,1610.085106,1816.833333,1858.397436,4000,1797.992308,5809.166667,1773.857143,2211.653846,12111.14286
2015,Total nitrogen,1572.5,1655.828125,2199.115385,1930.884615,2347.368421,1879.617647,3970,1763.757576,2695.083333,4233.916667
2016,Total nitrogen,1176.666667,1450.894737,1757.384615,1813.807692,1657.5,1703.611111,2842,1699.121212,2113.384615,4542.833333
1998,Total organic carbon,0,0,0,0,0,0,0,0,0,0
1999,Total organic carbon,0,0,0,0,0,0,0,0,0,0
2000,Total organic carbon,0,0,0,0,0,0,0,0,0,0
2001,Total organic carbon,0,0,0,0,0,0,0,0,0,0
2002,Total organic carbon,0,0,0,0,0,0,0,0,0,0
2003,Total organic carbon,0,0,0,0,0,0,0,0,0,0
2004,Total organic carbon,0,0,0,0,0,0,0,0,0,0
2005,Total organic carbon,0,0,0,0,0,0,0,0,0,0
2006,Total organic carbon,0,0,0,0,0,0,0,0,0,0
2007,Total organic carbon,0,0,0,0,0,0,0,0,0,0
2008,Total organic carbon,0,0,7190,5392.666667,0,4830.666667,0,6069.333333,9972.5,0
2009,Total organic carbon,0,0,6776.666667,4839.74359,0,4976.714286,0,5293.69697,8444,0
2010,Total organic carbon,0,0,0,0,0,0,0,0,0,0
2011,Total organic carbon,0,0,0,0,0,0,0,0,0,0
2012,Total organic carbon,0,0,0,0,0,0,0,0,0,0
2013,Total organic carbon,0,2298,0,0,0,0,5372.416667,0,0,4156.666667
2014,Total organic carbon,2615,2823.3,0,0,0,0,6244.916667,0,0,4097
2015,Total organic carbon,2382.5,3681.939394,0,0,0,0,5836.166667,0,0,4248.333333
2016,Total organic carbon,0,3891.705882,0,0,0,0,4289.583333,0,0,0
1998,Total phosphorus,0,86.19047619,130,115,0,94.72222222,488.3333333,102.5,285,0
1999,Total phosphorus,0,90,121.6666667,99.44444444,0,81.94444444,170,71.08108108,130.8333333,0
2000,Total phosphorus,0,106.2857143,83.33333333,99.16666667,0,90.55555556,202.5,96.11111111,75.83333333,0
2001,Total phosphorus,0,69.62962963,82.22222222,75.18518519,0,78.14814815,220,79.62962963,93.33333333,0
2002,Total phosphorus,0,151.9047619,76.42857143,55.07936508,0,48.05555556,230,56.66666667,47.27272727,0
2003,Total phosphorus,0,123.4888889,75.36363636,54.74285714,0,90.09090909,245,80.03030303,74.27272727,0
2004,Total phosphorus,0,79.63235294,122.75,83.95238095,0,85.33333333,357.5,64.33333333,77.75,0
2005,Total phosphorus,0,88.66666667,88.90909091,85.93939394,0,110.2424242,278.3333333,112.5757576,107.6363636,0
2006,Total phosphorus,0,121.6428571,183.9166667,258.0144928,0,123.8888889,261.8181818,125.3611111,203.75,0
2007,Total phosphorus,0,172.6557692,185.4166667,141.6634921,0,156.9166667,218.3333333,130.9444444,339.1583333,0
2008,Total phosphorus,0,92.77777778,122.6818182,107.6349206,0,146.2866667,306.8272727,133.730303,158.3363636,0
2009,Total phosphorus,173.3333333,82.41818182,142.575,145.4897436,334.8363636,96.56052632,263.6666667,109.0205128,85.58333333,198.9166667
2010,Total phosphorus,323.7037037,298.8448276,57.275,76.99230769,112.8333333,86.34166667,139.25,96.75555556,73.35833333,206.25
2011,Total phosphorus,143,272,63,98.1025641,121.75,73.31666667,91,73.14814815,60.08333333,197.4090909
2012,Total phosphorus,124.2083333,103.7272727,81.79166667,108.025641,146.25,71.77777778,122.5454545,87.33333333,87.2173913,189
2013,Total phosphorus,62.5,112.0555556,59.88461538,66.99342105,135.0434783,63.36111111,519.5416667,59.08333333,72.21153846,210.9923077
2014,Total phosphorus,49,140.55,100.3769231,68.44871795,130.3846154,88.25,538.5,95.94444444,74.44230769,242.3076923
2015,Total phosphorus,52.45454545,95.53125,79.03846154,62.88461538,110.625,93.88888889,328.6416667,90.44444444,65.88461538,182.9166667
2016,Total phosphorus,72.16666667,65.65,100,72.27564103,168.4,121.5833333,254.225,112.2777778,82.57692308,179.1583333
1998,Trifluralin,0,0,0,0,0,0,0,0,0,0
1999,Trifluralin,0,0,0,0,0,0,0,0,0,0
2000,Trifluralin,0,0,0,0,0,0,0,0,0,0
2001,Trifluralin,0,0,0,0,0,0,0,0,0,0
2002,Trifluralin,0,0,0,0,0,0,0,0,0,0
2003,Trifluralin,0,0,0,0,0,0,0,0,0,0
2004,Trifluralin,0,0,0,0,0,0,0,0,0,0
2005,Trifluralin,0,0,0,0,0,0,0,0,0,0
2006,Trifluralin,0,0,0,0,0,0,0,0,0,0
2007,Trifluralin,0,0,0,0,0,0,0,0,0,0
2008,Trifluralin,0,0,0,0,0,0,0,0,0,0
2009,Trifluralin,0,0,0.1,0.1,0,0.1,0,0.1,0.1,0
2010,Trifluralin,0,0,0,0,0,0,0,0,0,0
2011,Trifluralin,0,0,0,0,0,0,0,0,0,0
2012,Trifluralin,0,0,0,0,0,0,0,0,0,0
2013,Trifluralin,0,0,0,0,0,0,0,0,0,0
2014,Trifluralin,0,0,0,0,0,0,0,0,0,0
2015,Trifluralin,0,0,0,0,0,0,0,0,0,0
2016,Trifluralin,0,0,0,0,0,0,0,0,0,0
1998,Water temperature,0,13.02380952,5.8,13.96111111,0,14.22285714,16.03333333,14.125,13.51666667,0
1999,Water temperature,0,11.51111111,11.675,13.69444444,0,13.13888889,14.60833333,13.60810811,10.94166667,0
2000,Water temperature,0,12.41944444,11.06666667,12.83333333,0,13.58333333,14.65833333,13.54166667,10.725,0
2001,Water temperature,0,14.11666667,13.45,14.28666667,0,13.90909091,14.38181818,13.75454545,13.46,0
2002,Water temperature,0,15.1,11.78571429,14.38730159,0,14.06410256,17.04545455,13.88461538,14.59090909,0
2003,Water temperature,0,13.34833333,12.8,14.3826087,0,14.15,15.46666667,13.10606061,12.38333333,0
2004,Water temperature,0,14.35714286,13.77777778,13.96825397,0,15.81481481,17.45,15.31481481,16,0
2005,Water temperature,0,14.41111111,12.33333333,13.34722222,0,13.29166667,15.84166667,13.33333333,11.83333333,0
2006,Water temperature,0,13.47571429,12.25833333,12.23188406,0,13.45833333,14.3,13.16666667,11.88333333,0
2007,Water temperature,0,12,14.41666667,13.46923077,0,12.70833333,12.8,13.16666667,14.66666667,0
2008,Water temperature,0,16.51269841,15.40909091,14.81538462,0,14.27272727,14.68181818,13.25,15.04545455,0
2009,Water temperature,14.91666667,14.83272727,14.45833333,13.75897436,13.69090909,14.71315789,14.675,14.53888889,14.425,14.20833333
2010,Water temperature,12,13.55172414,13.625,14.10897436,12.00666667,14.93611111,14.16666667,14.65277778,13.58333333,14.02272727
2011,Water temperature,14.45833333,12.11111111,14.59166667,16.10384615,12.26666667,15.30333333,14.96666667,16.49444444,14.33333333,15.92105263
2012,Water temperature,12.875,14.27272727,13.5625,14.19871795,11.73636364,12.83333333,14.04545455,12.81666667,13.80434783,13.40909091
2013,Water temperature,12.95833333,13.96388889,13.08846154,13.24605263,16.37692308,14.20833333,14.88333333,13.825,12.88846154,13.46153846
2014,Water temperature,12.28333333,15.20333333,15.74730769,14.24361111,12.28461538,16.75833333,16,17.05361111,15.09807692,13.21428571
2015,Water temperature,14.27272727,14.159375,14.28846154,14.56666667,13.125,13.53611111,14.95833333,13.84444444,13.95384615,14.20833333
2016,Water temperature,15.25,15.84166667,14.65,14.19640288,14.43333333,13.68333333,15.625,14.28055556,13.84615385,15.66666667
1998,Zinc,0,23.57142857,28,48.95540541,0,35.5972973,177.5,55.86923077,115.1666667,0
1999,Zinc,0,72.5862069,69.59285714,34.55789474,0,36.36842105,157.25,28.72820513,53.21071429,0
2000,Zinc,0,63.91428571,58.28571429,41.10526316,0,44.32105263,94.14285714,43.66315789,80.07142857,0
2001,Zinc,0,66.40740741,33.8,34.16666667,0,50.78787879,75.63636364,40.45454545,44.77777778,0
2002,Zinc,0,27.65675676,30,24.69344262,0,22.25483871,66.25833333,20.56428571,32.6,0
2003,Zinc,0,24.77355556,19.91916667,20.50333333,0,24.81125,51.94166667,21.843125,27.21416667,0
2004,Zinc,0,43.72580645,59.58333333,42.47222222,0,55.2,90.63636364,80.5,112.1666667,0
2005,Zinc,0,42.375,69.5,50.21014493,0,44.36111111,78,44.80555556,98,0
2006,Zinc,0,23.69565217,34.75,37.10606061,0,29.77777778,43.41666667,65.05555556,41.58333333,0
2007,Zinc,0,47.37254902,47.41666667,38.88732394,0,35.5,73.81818182,60.63888889,48.5,0
2008,Zinc,0,0,17.2,7.863636364,0,9.947368421,0,9.486363636,16.1375,0
2009,Zinc,13.33333333,0,14.125,5.325925926,163.75,11.65925926,0,10.37777778,7.777777778,6.6
2010,Zinc,16.54545455,22.89030323,10.15,10.25277778,183.25,7.65,25.78333333,10.63333333,14.39166667,25
2011,Zinc,8.541666667,100.0135067,7.416666667,3.405555556,226.3333333,4.917948718,97.985,3.836111111,6.933333333,25
2012,Zinc,7.25,65.7144375,3.35,2.5,23.075,3.177777778,24.28181818,3.266666667,5.2,25
2013,Zinc,5.833333333,42.73491667,0,1,183.7908333,1,10.35833333,0,0,0
2014,Zinc,0,42.71653125,37.5,37.5,110.9571429,37.5,7.075,37.5,37.5,0
2015,Zinc,7.5,0,0,0,110.93,0,0,0,0,45.08333333
2016,Zinc,0,0,0,0,0,1.805555556,0,2.611111111,0,0
